flight_number,standard_time,estimated_time,location,airline,international,flight_status
BHA553,2023-08-19 10:30:00,"[{""time"": ""2023-08-19 11:10:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
BHA953,2023-08-19 10:30:00,"[{""time"": ""2023-08-19 11:05:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
H9557,2023-08-19 10:40:00,"[{""time"": ""2023-08-19 10:40:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Dubai,Himalaya Airlines,t,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 10:45:02""}]"
QR653,2023-08-19 11:20:00,"[{""time"": ""2023-08-19 11:20:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Doha,Qatar Airways,t,"[{""status"": ""Last Call"", ""timestamp"": ""2023-08-19 11:15:07""}]"
FZ1134,2023-08-19 10:44:00,"[{""time"": ""2023-08-19 10:44:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Dubai,Flydubai,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 10:45:02""}]"
6E1152,2023-08-19 10:50:00,"[{""time"": ""2023-08-19 10:50:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Delhi,IndiGo,t,"[{""status"": ""Last Call"", ""timestamp"": ""2023-08-19 11:15:07""}]"
AI214,2023-08-19 10:50:00,"[{""time"": ""2023-08-19 10:50:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Delhi,Air India,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
H9890,2023-08-19 11:08:00,"[{""time"": ""2023-08-19 11:08:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Kuala Lumpur,Himalaya Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:15:07""}]"
H9557,2023-08-19 11:28:00,"[{""time"": ""2023-08-19 11:28:00"", ""timestamp"": ""2023-08-19 11:45:02""}]",Dubai,Himalaya Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:45:02""}]"
G9537,2023-08-19 11:32:00,"[{""time"": ""2023-08-19 11:32:00"", ""timestamp"": ""2023-08-19 11:45:02""}]",Sharjah,Air Arabia,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:45:02""}]"
BHA609,2023-08-19 10:45:00,"[{""time"": ""2023-08-19 10:45:00"", ""timestamp"": ""2023-08-19 11:15:07""}, {""time"": ""2023-08-19 11:20:00"", ""timestamp"": ""2023-08-19 11:45:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 10:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:45:02""}]"
SHA821,2023-08-19 10:45:00,"[{""time"": ""2023-08-19 10:45:00"", ""timestamp"": ""2023-08-19 11:15:07""}, {""time"": ""2023-08-19 11:15:00"", ""timestamp"": ""2023-08-19 11:45:02""}]",Bhairahawa,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 10:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:45:02""}]"
SHA657,2023-08-19 10:50:00,"[{""time"": ""2023-08-19 10:50:00"", ""timestamp"": ""2023-08-19 11:15:07""}, {""time"": ""2023-08-19 11:10:00"", ""timestamp"": ""2023-08-19 11:45:02""}]",Pokhara,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 11:15:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:45:02""}]"
BHA611,2023-08-19 11:10:00,"[{""time"": ""2023-08-19 11:10:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 11:15:07""}]"
NYT791,2023-08-19 11:10:00,"[{""time"": ""2023-08-19 11:10:00"", ""timestamp"": ""2023-08-19 11:45:02""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 11:45:02""}]"
SHA223,2023-08-19 11:15:00,"[{""time"": ""2023-08-19 11:15:00"", ""timestamp"": ""2023-08-19 11:15:07""}, {""time"": ""2023-08-19 11:45:00"", ""timestamp"": ""2023-08-19 12:15:07""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 11:15:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 12:15:07""}]"
BHA403,2023-08-19 11:25:00,"[{""time"": ""2023-08-19 11:25:00"", ""timestamp"": ""2023-08-19 11:45:02""}, {""time"": ""2023-08-19 11:50:00"", ""timestamp"": ""2023-08-19 12:15:07""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 11:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 12:15:07""}]"
BHA855,2023-08-19 11:30:00,"[{""time"": ""2023-08-19 11:30:00"", ""timestamp"": ""2023-08-19 11:45:02""}, {""time"": ""2023-08-19 12:03:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 11:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 13:15:02""}]"
NYT571,2023-08-19 11:40:00,"[{""time"": ""2023-08-19 11:40:00"", ""timestamp"": ""2023-08-19 12:15:07""}]",Janakpur,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 12:15:07""}]"
QR653,2023-08-19 11:40:00,"[{""time"": ""2023-08-19 11:40:00"", ""timestamp"": ""2023-08-19 11:45:02""}]",Doha,Qatar Airways,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 11:45:02""}]"
6E1152,2023-08-19 11:48:00,"[{""time"": ""2023-08-19 11:48:00"", ""timestamp"": ""2023-08-19 12:15:07""}]",Delhi,IndiGo,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 12:15:07""}]"
BG372,2023-08-19 12:40:00,"[{""time"": ""2023-08-19 12:40:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Dhaka,Biman Bangladesh,t,"[{""status"": ""Security Check"", ""timestamp"": ""2023-08-19 10:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 12:15:07""}]"
BHA357,2023-08-19 12:00:00,"[{""time"": ""2023-08-19 12:00:00"", ""timestamp"": ""2023-08-19 12:45:03""}, {""time"": ""2023-08-19 12:50:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 12:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 13:15:02""}]"
BHA555,2023-08-19 12:10:00,"[{""time"": ""2023-08-19 12:10:00"", ""timestamp"": ""2023-08-19 12:15:07""}, {""time"": ""2023-08-19 12:35:00"", ""timestamp"": ""2023-08-19 12:45:03""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 12:15:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 12:45:03""}]"
BHA617,2023-08-19 12:10:00,"[{""time"": ""2023-08-19 12:10:00"", ""timestamp"": ""2023-08-19 12:45:03""}, {""time"": ""2023-08-19 12:39:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 12:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 13:15:02""}]"
BHA705,2023-08-19 12:20:00,"[{""time"": ""2023-08-19 12:20:00"", ""timestamp"": ""2023-08-19 12:45:03""}, {""time"": ""2023-08-19 13:02:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 12:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 13:15:02""}]"
BG372,2023-08-19 12:30:00,"[{""time"": ""2023-08-19 12:30:00"", ""timestamp"": ""2023-08-19 12:45:03""}]",Dhaka,Biman Bangladesh,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 12:45:03""}]"
BHA359,2023-08-19 12:30:00,"[{""time"": ""2023-08-19 12:30:00"", ""timestamp"": ""2023-08-19 12:45:03""}, {""time"": ""2023-08-19 12:58:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 12:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 13:15:02""}]"
BHA955,2023-08-19 12:30:00,"[{""time"": ""2023-08-19 12:30:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 13:15:02""}]"
NYT677,2023-08-19 12:50:00,"[{""time"": ""2023-08-19 13:05:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 13:15:02""}]"
SHA823,2023-08-19 13:00:00,"[{""time"": ""2023-08-19 13:07:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Bhairahawa,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 13:15:02""}]"
RA225,2023-08-19 13:45:00,"[{""time"": ""2023-08-19 13:45:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Banglore,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 12:15:07""}]"
MH171,2023-08-19 13:05:00,"[{""time"": ""2023-08-19 13:05:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Kuala Lumpur,Malaysia Airlines,t,"[{""status"": ""Security Check"", ""timestamp"": ""2023-08-19 11:15:07""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 12:15:07""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 12:45:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-19 13:15:02""}]"
BHA857,2023-08-19 13:20:00,"[{""time"": ""2023-08-19 13:20:00"", ""timestamp"": ""2023-08-19 13:15:02""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 13:15:02""}]"
RA217,2023-08-19 13:25:00,"[{""time"": ""2023-08-19 13:25:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Delhi,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 12:15:07""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 13:15:02""}]"
WE320,2023-08-19 13:30:00,"[{""time"": ""2023-08-19 13:30:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Bangkok,THAI Smile,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 12:15:07""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 12:45:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 13:15:02""}]"
H9678,2023-08-19 13:50:00,"[{""time"": ""2023-08-19 13:50:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Dhaka,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 12:15:07""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 13:15:02""}]"
6E1154,2023-08-19 14:05:00,"[{""time"": ""2023-08-19 14:05:00"", ""timestamp"": ""2023-08-19 11:15:07""}]",Delhi,IndiGo,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 11:15:07""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 12:15:07""}]"
AI248,2023-08-19 14:35:00,"[{""time"": ""2023-08-19 14:35:00"", ""timestamp"": ""2023-08-19 12:15:07""}]",Kolkata,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 12:15:07""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 13:15:02""}]"
KB205,2023-08-19 14:45:00,"[{""time"": ""2023-08-19 14:45:00"", ""timestamp"": ""2023-08-19 12:15:07""}]",Paro,Druk Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 12:15:07""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 13:15:02""}]"
6E1158,2023-08-19 15:20:00,"[{""time"": ""2023-08-19 15:20:00"", ""timestamp"": ""2023-08-19 12:15:07""}]",Mumbai,IndiGo,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 12:15:07""}]"
SHA735,2023-08-19 14:05:00,"[{""time"": ""2023-08-19 15:02:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Biratnagar,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 15:15:08""}]"
BHA405,2023-08-19 14:15:00,"[{""time"": ""2023-08-19 15:12:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 15:45:03""}]"
BHA375,2023-08-19 14:20:00,"[{""time"": ""2023-08-19 15:05:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 15:15:08""}]"
BHA171,2023-08-19 14:40:00,"[{""time"": ""2023-08-19 15:11:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Rajbiraj,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 15:45:03""}]"
NYT681,2023-08-19 14:40:00,"[{""time"": ""2023-08-19 14:40:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 15:15:08""}]"
SHA225,2023-08-19 15:15:00,"[{""time"": ""2023-08-19 15:18:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 15:45:03""}]"
6E1158,2023-08-19 15:30:00,"[{""time"": ""2023-08-19 15:30:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Mumbai,IndiGo,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 15:45:03""}]"
BHA957,2023-08-19 15:15:00,"[{""time"": ""2023-08-19 15:15:00"", ""timestamp"": ""2023-08-19 15:45:03""}, {""time"": ""2023-08-19 15:47:00"", ""timestamp"": ""2023-08-19 16:15:03""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 15:15:08""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 16:15:03""}]"
BHA709,2023-08-19 15:20:00,"[{""time"": ""2023-08-19 15:37:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 15:45:03""}]"
AI216,2023-08-19 15:50:00,"[{""time"": ""2023-08-19 15:50:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Delhi,Air India,t,"[{""status"": ""Last Call"", ""timestamp"": ""2023-08-19 15:45:03""}]"
SHA435,2023-08-19 16:05:00,"[{""time"": ""2023-08-19 16:45:00"", ""timestamp"": ""2023-08-19 16:15:03""}, {""time"": ""2023-08-19 17:05:00"", ""timestamp"": ""2023-08-19 17:15:02""}, {""time"": ""2023-08-19 17:32:00"", ""timestamp"": ""2023-08-19 17:45:02""}]",Nepalgunj,Shree Airlines,f,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-19 16:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 17:45:02""}]"
BHA379,2023-08-19 15:40:00,"[{""time"": ""2023-08-19 15:40:00"", ""timestamp"": ""2023-08-19 15:45:03""}, {""time"": ""2023-08-19 16:21:00"", ""timestamp"": ""2023-08-19 16:45:08""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 15:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 16:45:08""}]"
BHA557,2023-08-19 15:45:00,"[{""time"": ""2023-08-19 15:45:00"", ""timestamp"": ""2023-08-19 15:45:03""}, {""time"": ""2023-08-19 16:18:00"", ""timestamp"": ""2023-08-19 16:45:08""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 15:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 16:45:08""}]"
BHA859,2023-08-19 15:45:00,"[{""time"": ""2023-08-19 15:45:00"", ""timestamp"": ""2023-08-19 16:15:03""}, {""time"": ""2023-08-19 16:20:00"", ""timestamp"": ""2023-08-19 16:45:08""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 16:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 16:45:08""}]"
BHA801,2023-08-19 16:50:00,"[{""time"": ""2023-08-19 16:50:00"", ""timestamp"": ""2023-08-19 16:45:08""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 16:45:08""}]"
BHA901,2023-08-19 17:40:00,"[{""time"": ""2023-08-19 17:40:00"", ""timestamp"": ""2023-08-19 17:45:02""}, {""time"": ""2023-08-19 18:10:00"", ""timestamp"": ""2023-08-19 18:15:07""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 17:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 18:15:07""}]"
UK156,2023-08-19 17:20:00,"[{""time"": ""2023-08-19 17:20:00"", ""timestamp"": ""2023-08-19 17:45:02""}]",Delhi,Vistara,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 17:45:02""}]"
NYT539,2023-08-19 16:00:00,"[{""time"": ""2023-08-19 16:35:00"", ""timestamp"": ""2023-08-19 16:45:08""}]",Simara Airport,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 16:45:08""}]"
BHA507,2023-08-19 16:25:00,"[{""time"": ""2023-08-19 16:25:00"", ""timestamp"": ""2023-08-19 16:15:03""}, {""time"": ""2023-08-19 16:54:00"", ""timestamp"": ""2023-08-19 17:15:02""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 16:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 17:15:02""}]"
BHA559,2023-08-19 16:25:00,"[{""time"": ""2023-08-19 16:25:00"", ""timestamp"": ""2023-08-19 16:45:08""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 16:45:08""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 17:15:02""}]"
BHA407,2023-08-19 17:00:00,"[{""time"": ""2023-08-19 17:00:00"", ""timestamp"": ""2023-08-19 17:15:02""}, {""time"": ""2023-08-19 17:35:00"", ""timestamp"": ""2023-08-19 17:45:02""}, {""time"": ""2023-08-19 17:58:00"", ""timestamp"": ""2023-08-19 18:15:07""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 18:15:07""}]"
NYT793,2023-08-19 17:00:00,"[{""time"": ""2023-08-19 17:00:00"", ""timestamp"": ""2023-08-19 17:15:02""}, {""time"": ""2023-08-19 17:36:00"", ""timestamp"": ""2023-08-19 18:15:07""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 18:15:07""}]"
BHA659,2023-08-19 16:30:00,"[{""time"": ""2023-08-19 16:30:00"", ""timestamp"": ""2023-08-19 16:15:03""}, {""time"": ""2023-08-19 16:59:00"", ""timestamp"": ""2023-08-19 17:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 16:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 17:15:02""}]"
BHA511,2023-08-19 17:25:00,"[{""time"": ""2023-08-19 17:25:00"", ""timestamp"": ""2023-08-19 17:45:02""}, {""time"": ""2023-08-19 17:43:00"", ""timestamp"": ""2023-08-19 18:15:07""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 17:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 18:15:07""}]"
UK156,2023-08-19 17:00:00,"[{""time"": ""2023-08-19 17:00:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Delhi,Vistara,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 15:15:08""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 16:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 16:45:08""}]"
NYT873,2023-08-19 16:10:00,"[{""time"": ""2023-08-19 16:55:00"", ""timestamp"": ""2023-08-19 17:15:02""}, {""time"": ""2023-08-19 17:23:00"", ""timestamp"": ""2023-08-19 17:45:02""}]",Bhairahawa,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 17:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 17:45:02""}]"
6E1156,2023-08-19 16:30:00,"[{""time"": ""2023-08-19 16:30:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Delhi,IndiGo,t,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 15:45:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 16:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 17:15:02""}]"
BHA255,2023-08-19 16:30:00,"[{""time"": ""2023-08-19 16:30:00"", ""timestamp"": ""2023-08-19 16:45:08""}]",Dhangadhi,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 16:45:08""}]"
SHA227,2023-08-19 18:05:00,"[{""time"": ""2023-08-19 18:05:00"", ""timestamp"": ""2023-08-19 18:15:07""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 18:15:07""}]"
BHA405,2023-08-19 15:30:00,"[{""time"": ""2023-08-19 17:15:00"", ""timestamp"": ""2023-08-19 17:45:02""}, {""time"": ""2023-08-19 17:43:00"", ""timestamp"": ""2023-08-19 18:15:07""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 17:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 18:15:07""}]"
QR647,2023-08-19 18:00:00,"[{""time"": ""2023-08-19 18:00:00"", ""timestamp"": ""2023-08-19 15:45:03""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 15:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 16:45:08""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 17:15:02""}]"
BHA713,2023-08-19 18:00:00,"[{""time"": ""2023-08-19 18:00:00"", ""timestamp"": ""2023-08-19 18:15:07""}, {""time"": ""2023-08-19 18:28:00"", ""timestamp"": ""2023-08-19 18:45:02""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 18:15:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 18:45:02""}]"
NYT573,2023-08-19 18:10:00,"[{""time"": ""2023-08-19 18:10:00"", ""timestamp"": ""2023-08-19 18:15:07""}]",Janakpur,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 18:15:07""}]"
BHA805,2023-08-19 18:20:00,"[{""time"": ""2023-08-19 18:50:00"", ""timestamp"": ""2023-08-19 19:15:02""}, {""time"": ""2023-08-19 19:24:00"", ""timestamp"": ""2023-08-19 19:45:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-19 19:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-19 19:45:03""}]"
QR647,2023-08-19 18:35:00,"[{""time"": ""2023-08-19 18:35:00"", ""timestamp"": ""2023-08-19 18:45:02""}]",Doha,Qatar Airways,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-19 18:45:02""}]"
RA239,2023-08-19 23:00:00,"[{""time"": ""2023-08-19 23:00:00"", ""timestamp"": ""2023-08-19 19:45:03""}]",Doha,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 19:45:03""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 21:45:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-19 22:45:07""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-19 23:15:02""}]"
AI212,2023-08-19 21:35:00,"[{""time"": ""2023-08-19 21:35:00"", ""timestamp"": ""2023-08-19 18:15:07""}]",Delhi,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 18:15:07""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 20:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 20:45:02""}]"
H9563,2023-08-19 22:30:00,"[{""time"": ""2023-08-19 22:30:00"", ""timestamp"": ""2023-08-19 19:15:02""}]",Doha,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-19 19:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-19 21:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-19 22:15:02""}]"
