,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,FlightNumber,OrigDest,Airline,STADate,STATime,ETADate,ETATime,FlightStatus,IntDom,late
857,857,857,857,1843,H9873,Kuala Lumpur,Himalaya Airlines,2023-04-05, 06:15:00,2023-04-05, 06:27:00,Landed,1,12.0
858,858,858,858,1844,J9539,Kuwait,Jazeera,2023-04-05, 06:30:00,2023-04-05, 06:23:00,Landed,1,-7.0
859,859,859,859,1845,BHA100,Mountain Flight,Buddha Air,2023-04-05, 07:15:00,2023-04-05, 07:27:00,Landed,0,12.0
860,860,860,860,1846,BHA300,Mountain Flight,Buddha Air,2023-04-05, 07:15:00,2023-04-05, 07:35:00,Landed,0,20.0
861,861,861,861,1847,FZ1133,Dubai,Flydubai,2023-04-05, 07:50:00,2023-04-05, 07:29:00,Landed,1,-21.0
862,862,862,862,1851,BHA352,Bharatpur,Buddha Air,2023-04-05, 07:35:00,2023-04-05, 08:15:00,Landed,0,40.0
863,863,863,863,1852,BHA662,Pokhara,Buddha Air,2023-04-05, 07:55:00,2023-04-05, 08:20:00,Landed,0,25.0
864,864,864,864,1853,RA130,Taplejung,Nepal Airlines,2023-04-05, 08:15:00,2023-04-05, 08:20:00,Landed,1,5.0
865,865,865,865,1854,KB400,Paro,Druk Air,2023-04-05, 08:40:00,2023-04-05, 08:27:00,Landed,1,-13.0
866,866,866,866,1859,RA416,Kuala Lumpur,Nepal Airlines,2023-04-05, 08:00:00,2023-04-05, 09:12:00,Landed,1,72.0
867,867,867,867,1860,NYT672,Pokhara,Yeti Airlines,2023-04-05, 08:30:00,2023-04-05, 09:20:00,Landed,0,50.0
868,868,868,868,1861,H9560,Dammam,Himalaya Airlines,2023-04-05, 08:55:00,2023-04-05, 08:53:00,Landed,1,-2.0
869,869,869,869,1862,SAU914,Bhadrapur,Saurya Airlines,2023-04-05, 09:00:00,2023-04-05, 09:33:00,Landed,0,33.0
870,870,870,870,1863,BHA604,Pokhara,Buddha Air,2023-04-05, 09:05:00,2023-04-05, 09:07:00,Landed,0,2.0
871,871,871,871,1864,H9564,Doha,Himalaya Airlines,2023-04-05, 09:05:00,2023-04-05, 09:33:00,Landed,1,28.0
872,872,872,872,1865,SHA656,Pokhara,Shree Airlines,2023-04-05, 09:15:00,2023-04-05, 09:29:00,Landed,0,14.0
873,873,873,873,1866,BHA356,Bharatpur,Buddha Air,2023-04-05, 09:20:00,2023-04-05, 09:36:00,Landed,0,16.0
874,874,874,874,1867,G9536,Sharjah,Air Arabia,2023-04-05, 09:20:00,2023-04-05, 09:07:00,Landed,1,-13.0
875,875,875,875,1868,AI213,Delhi,Air India,2023-04-05, 09:25:00,2023-04-05, 08:59:00,Landed,1,-26.0
876,876,876,876,1869,H9566,Dubai,Himalaya Airlines,2023-04-05, 09:25:00,2023-04-05, 09:24:00,Landed,1,-1.0
877,877,877,877,1870,QR652,Doha,Qatar Airways,2023-04-05, 10:05:00,2023-04-05, 09:17:00,Landed,1,-48.0
878,878,878,878,1871,BHA502,Janakpur,Buddha Air,2023-04-05, 08:55:00,2023-04-05, 10:02:00,Landed,0,67.0
879,879,879,879,1872,BHA852,Bhairahawa,Buddha Air,2023-04-05, 09:40:00,2023-04-05, 10:12:00,Landed,0,32.0
880,880,880,880,1873,BHA702,Biratnagar,Buddha Air,2023-04-05, 09:45:00,2023-04-05, 10:05:00,Landed,0,20.0
881,881,881,881,1874,BHA952,Bhadrapur,Buddha Air,2023-04-05, 09:45:00,2023-04-05, 10:00:00,Landed,0,15.0
882,882,882,882,1875,RA240,Doha,Nepal Airlines,2023-04-05, 10:10:00,2023-04-05, 10:29:00,Landed,1,19.0
883,883,883,883,1876,BHA134,Surkhet,Buddha Air,2023-04-05, 10:15:00,2023-04-05, 10:40:00,Landed,0,25.0
884,884,884,884,1877,SHA432,Nepalgunj,Shree Airlines,2023-04-05, 10:15:00,2023-04-05, 10:19:00,Landed,0,4.0
885,885,885,885,1878,UK151,Mumbai,Vistara,2023-04-05, 10:30:00,2023-04-05, 09:56:00,Landed,1,-34.0
886,886,886,886,1885,NYT532,Simara Airport,Yeti Airlines,2023-04-05, 10:00:00,2023-04-05, 10:50:00,Landed,0,50.0
887,887,887,887,1886,NYT674,Pokhara,Yeti Airlines,2023-04-05, 10:10:00,2023-04-05, 10:55:00,Landed,0,45.0
888,888,888,888,1887,SHA222,Dhangadhi,Shree Airlines,2023-04-05, 10:40:00,2023-04-05, 11:00:00,Landed,0,20.0
889,889,889,889,1888,SMA302,Lukla,Summit Air,2023-04-05, 10:45:00,2023-04-05, 10:45:00,Landed,0,0.0
890,890,890,890,1889,SAU676,Pokhara,Saurya Airlines,2023-04-05, 10:50:00,2023-04-05, 11:37:00,Landed,0,47.0
891,891,891,891,1890,BHA452,Nepalgunj,Buddha Air,2023-04-05, 11:00:00,2023-04-05, 11:16:00,Landed,0,16.0
892,892,892,892,1891,CA437,Tianfu,Air China,2023-04-05, 11:05:00,2023-04-05, 11:23:00,Landed,1,18.0
893,893,893,893,1894,BHA372,Bharatpur,Buddha Air,2023-04-05, 11:35:00,2023-04-05, 11:56:00,Landed,0,21.0
894,894,894,894,1895,BHA504,Janakpur,Buddha Air,2023-04-05, 11:40:00,2023-04-05, 12:12:00,Landed,0,32.0
895,895,895,895,1896,NYT922,Bhadrapur,Yeti Airlines,2023-04-05, 11:50:00,2023-04-05, 12:26:00,Landed,0,36.0
896,896,896,896,1897,MH170,Kuala Lumpur,Malaysia Airlines,2023-04-05, 12:05:00,2023-04-05, 11:53:00,Landed,1,-12.0
897,897,897,897,1898,BHA610,Pokhara,Buddha Air,2023-04-05, 12:20:00,2023-04-05, 12:27:00,Landed,0,7.0
898,898,898,898,1899,WE319,Bangkok,THAI Smile,2023-04-05, 12:25:00,2023-04-05, 12:43:00,Landed,1,18.0
899,899,899,899,1900,RA206,Delhi,Nepal Airlines,2023-04-05, 12:40:00,2023-04-05, 12:23:00,Landed,1,-17.0
900,900,900,900,1901,OD184,Kuala Lumpur,Batik Air,2023-04-05, 12:55:00,2023-04-05, 12:38:00,Landed,1,-17.0
901,901,901,901,1903,STA602,Lukla,Sita Air,2023-04-05, 11:45:00,2023-04-05, 13:15:00,Landed,0,90.0
902,902,902,902,1904,BHA252,Dhangadhi,Buddha Air,2023-04-05, 12:00:00,2023-04-05, 12:47:00,Landed,0,47.0
903,903,903,903,1905,UL181,Colombo,SriLankan Airlines,2023-04-05, 12:15:00,2023-04-05, 13:23:00,Landed,1,68.0
904,904,904,904,1906,BHA954,Bhadrapur,Buddha Air,2023-04-05, 12:35:00,2023-04-05, 13:07:00,Landed,0,32.0
905,905,905,905,1907,SHA658,Pokhara,Shree Airlines,2023-04-05, 12:35:00,2023-04-05, 13:15:00,Landed,0,40.0
906,906,906,906,1908,NYT792,Biratnagar,Yeti Airlines,2023-04-05, 12:40:00,2023-04-05, 13:19:00,Landed,0,39.0
907,907,907,907,1909,6E1153,Delhi,IndiGo,2023-04-05, 13:05:00,2023-04-05, 12:53:00,Landed,1,-12.0
908,908,908,908,1910,BHA358,Bharatpur,Buddha Air,2023-04-05, 13:10:00,2023-04-05, 13:35:00,Landed,0,25.0
909,909,909,909,1913,NYT892,Bhairahawa,Yeti Airlines,2023-04-05, 12:35:00,2023-04-05, 14:17:00,Landed,0,102.0
910,910,910,910,1914,BHA856,Bhairahawa,Buddha Air,2023-04-05, 13:00:00,2023-04-05, 14:34:00,Landed,0,94.0
911,911,911,911,1915,NYT572,Janakpur,Yeti Airlines,2023-04-05, 13:20:00,2023-04-05, 14:20:00,Landed,0,60.0
912,912,912,912,1916,BHA360,Bharatpur,Buddha Air,2023-04-05, 13:30:00,2023-04-05, 13:52:00,Landed,0,22.0
913,913,913,913,1917,SHA224,Dhangadhi,Shree Airlines,2023-04-05, 13:40:00,2023-04-05, 13:50:00,Landed,0,10.0
914,914,914,914,1918,BHA404,Nepalgunj,Buddha Air,2023-04-05, 13:45:00,2023-04-05, 14:24:00,Landed,0,39.0
915,915,915,915,1919,BHA618,Pokhara,Buddha Air,2023-04-05, 13:45:00,2023-04-05, 14:05:00,Landed,0,20.0
916,916,916,916,1920,BHA606,Pokhara,Buddha Air,2023-04-05, 14:00:00,2023-04-05, 14:27:00,Landed,0,27.0
917,917,917,917,1921,6E1157,Mumbai,IndiGo,2023-04-05, 14:20:00,2023-04-05, 14:00:00,Landed,1,-20.0
918,918,918,918,1922,AI215,Delhi,Air India,2023-04-05, 14:50:00,2023-04-05, 14:32:00,Landed,1,-18.0
919,919,919,919,1923,FZ539,Dubai,Flydubai,2023-04-05, 15:00:00,2023-04-05, 14:04:00,Landed,1,-56.0
920,920,920,920,1928,BHA956,Bhadrapur,Buddha Air,2023-04-05, 13:45:00,2023-04-05, 15:27:00,Landed,0,102.0
921,921,921,921,1929,3U3901,Tianfu,Sichuan Airlines,2023-04-05, 14:30:00,2023-04-05, 15:14:00,Landed,1,44.0
922,922,922,922,1930,SHA736,Biratnagar,Shree Airlines,2023-04-05, 14:35:00,2023-04-05, 15:37:00,Landed,0,62.0
923,923,923,923,1931,BHA374,Bharatpur,Buddha Air,2023-04-05, 15:00:00,2023-04-05, 15:32:00,Landed,0,32.0
924,924,924,924,1932,3L045,Abu Dhabi,Air Arabia Abu  Dhabi,2023-04-05, 15:10:00,2023-04-05, 15:05:00,Landed,1,-5.0
925,925,925,925,1933,6E1155,Delhi,IndiGo,2023-04-05, 15:30:00,2023-04-05, 15:09:00,Landed,1,-21.0
926,926,926,926,1941,NYT926,Bhadrapur,Yeti Airlines,2023-04-05, 14:55:00,2023-04-05, 16:09:00,Landed,0,74.0
927,927,927,927,1942,RA434,Narita,Nepal Airlines,2023-04-05, 15:00:00,2023-04-05, 15:50:00,Landed,1,50.0
928,928,928,928,1943,BHA506,Janakpur,Buddha Air,2023-04-05, 15:05:00,2023-04-05, 16:37:00,Landed,0,92.0
929,929,929,929,1944,BHA858,Bhairahawa,Buddha Air,2023-04-05, 15:05:00,2023-04-05, 16:35:00,Landed,0,90.0
930,930,930,930,1945,NYT682,Pokhara,Yeti Airlines,2023-04-05, 15:45:00,2023-04-05, 16:13:00,Landed,0,28.0
931,931,931,931,1946,UK155,Delhi,Vistara,2023-04-05, 16:00:00,2023-04-05, 16:01:00,Landed,1,1.0
932,932,932,932,1947,QR646,Doha,Qatar Airways,2023-04-05, 16:45:00,2023-04-05, 16:18:00,Landed,1,-27.0
933,933,933,933,1954,BHA558,Simara Airport,Buddha Air,2023-04-05, 16:25:00,2023-04-05, 16:46:00,Landed,0,21.0
934,934,934,934,1955,SHA738,Biratnagar,Shree Airlines,2023-04-05, 16:30:00,2023-04-05, 17:03:00,Landed,0,33.0
935,935,935,935,1956,SAU678,Pokhara,Saurya Airlines,2023-04-05, 16:35:00,2023-04-05, 17:37:00,Landed,0,62.0
936,936,936,936,1957,BHA406,Nepalgunj,Buddha Air,2023-04-05, 16:40:00,2023-04-05, 17:25:00,Landed,0,45.0
937,937,937,937,1958,BHA658,Pokhara,Buddha Air,2023-04-05, 17:00:00,2023-04-05, 17:00:00,Landed,0,0.0
938,938,938,938,1959,SG7658,Kolkata,Spicejet,2023-04-05, 17:00:00,2023-04-05, 17:34:00,Landed,1,34.0
939,939,939,939,1960,BHA958,Bhadrapur,Buddha Air,2023-04-05, 17:05:00,2023-04-05, 17:28:00,Landed,0,23.0
940,940,940,940,1963,BHA508,Janakpur,Buddha Air,2023-04-05, 17:00:00,2023-04-05, 18:19:00,Landed,0,79.0
941,941,941,941,1964,SL220,Bangkok,Thai Lion,2023-04-05, 17:20:00,2023-04-05, 17:53:00,Landed,1,33.0
942,942,942,942,1965,BHA860,Bhairahawa,Buddha Air,2023-04-05, 17:30:00,2023-04-05, 18:30:00,Landed,0,60.0
943,943,943,943,1966,BHA136,Surkhet,Buddha Air,2023-04-05, 17:40:00,2023-04-05, 17:40:00,Landed,0,0.0
944,944,944,944,1967,KE695,Seoul,Korean Air,2023-04-05, 17:40:00,2023-04-05, 18:09:00,Landed,1,29.0
945,945,945,945,1968,RA202,Mumbai,Nepal Airlines,2023-04-05, 17:40:00,2023-04-05, 18:12:00,Landed,1,32.0
946,946,946,946,1969,BHA710,Biratnagar,Buddha Air,2023-04-05, 18:00:00,2023-04-05, 18:00:00,Landed,0,0.0
947,947,947,947,1970,RA218,Delhi,Nepal Airlines,2023-04-05, 18:10:00,2023-04-05, 18:40:00,Landed,1,30.0
948,948,948,948,1973,NYT794,Biratnagar,Yeti Airlines,2023-04-05, 17:40:00,2023-04-05, 19:15:00,Landed,0,95.0
949,949,949,949,1974,BHA802,Bhairahawa,Buddha Air,2023-04-05, 18:35:00,2023-04-05, 19:05:00,Landed,0,30.0
950,950,950,950,1975,BHA564,Simara Airport,Buddha Air,2023-04-05, 18:45:00,2023-04-05, 19:23:00,Landed,0,38.0
951,951,951,951,1976,BHA512,Janakpur,Buddha Air,2023-04-05, 19:00:00,2023-04-05, 19:09:00,Landed,0,9.0
952,952,952,952,1977,BHA712,Biratnagar,Buddha Air,2023-04-05, 19:25:00,2023-04-05, 19:41:00,Landed,0,16.0
953,953,953,953,1984,BHA408,Nepalgunj,Buddha Air,2023-04-05, 19:25:00,2023-04-05, 20:13:00,Landed,0,48.0
954,954,954,954,1985,BHA902,Bhadrapur,Buddha Air,2023-04-05, 19:45:00,2023-04-05, 20:37:00,Landed,0,52.0
955,955,955,955,1986,AI211,Delhi,Air India,2023-04-05, 20:35:00,2023-04-05, 20:20:00,Landed,1,-15.0
956,956,956,956,1987,OD182,Kuala Lumpur,Batik Air,2023-04-05, 20:35:00,2023-04-05, 20:32:00,Landed,1,-3.0
957,957,957,957,1988,BHA714,Biratnagar,Buddha Air,2023-04-05, 19:55:00,2023-04-05, 21:21:00,Landed,0,86.0
958,958,958,958,1989,BHA256,Dhangadhi,Buddha Air,2023-04-05, 20:35:00,2023-04-05, 20:43:00,Landed,0,8.0
959,959,959,959,1990,BHA410,Nepalgunj,Buddha Air,2023-04-05, 20:35:00,2023-04-05, 21:15:00,Landed,0,40.0
960,960,960,960,1991,BHA716,Biratnagar,Buddha Air,2023-04-05, 20:35:00,2023-04-05, 21:11:00,Landed,0,36.0
961,961,961,961,1992,OV425,Muscat,Salam Air,2023-04-05, 20:45:00,2023-04-05, 20:45:00,Completed,1,0.0
962,962,962,962,1993,BHA664,Pokhara,Buddha Air,2023-04-05, 20:50:00,2023-04-05, 21:31:00,Landed,0,41.0
963,963,963,963,1994,H9891,Kuala Lumpur,Himalaya Airlines,2023-04-05, 21:00:00,2023-04-05, 21:07:00,Landed,1,7.0
964,964,964,964,1995,BHA808,Bhairahawa,Buddha Air,2023-04-05, 21:10:00,2023-04-05, 21:20:00,Landed,0,10.0
965,965,965,965,2000,RA402,Bangkok,Nepal Airlines,2023-04-05, 21:30:00,2023-04-05, 22:15:00,Landed,1,45.0
966,966,966,966,2001,H9574,Riyadh,Himalaya Airlines,2023-04-05, 21:50:00,2023-04-05, 21:30:00,Landed,1,-20.0
967,967,967,967,2002,G9530,Sharjah,Air Arabia,2023-04-05, 22:00:00,2023-04-05, 21:50:00,Landed,1,-10.0
968,968,968,968,2003,SQ442,Singapore,Singapore Airlines,2023-04-05, 22:10:00,2023-04-05, 21:30:00,Landed,1,-40.0
969,969,969,969,2028,FZ573,Dubai,Flydubai,2023-04-06, 00:25:00,2023-04-06, 11:40:00,Landed,1,675.0
970,970,970,970,2029,QR644,Doha,Qatar Airways,2023-04-06, 01:00:00,2023-04-06, 00:23:00,Landed,1,-37.0
971,971,971,971,2030,J91539,Kuwait,Jazeera,2023-04-06, 01:45:00,2023-04-06, 01:09:00,Landed,1,-36.0
972,972,972,972,2045,H9873,Kuala Lumpur,Himalaya Airlines,2023-04-06, 06:15:00,2023-04-06, 06:19:00,Landed,1,4.0
973,973,973,973,2049,NYT301,Mountain Flight,Yeti Airlines,2023-04-06, 07:30:00,2023-04-06, 07:32:00,Landed,0,2.0
974,974,974,974,2050,FZ1133,Dubai,Flydubai,2023-04-06, 07:50:00,2023-04-06, 07:30:00,Landed,1,-20.0
975,975,975,975,2051,RA416,Kuala Lumpur,Nepal Airlines,2023-04-06, 06:55:00,2023-04-06, 07:54:00,Completed,1,59.0
976,976,976,976,2052,SHA1601,Mountain Flight,Shree Airlines,2023-04-06, 07:05:00,2023-04-06, 08:00:00,Landed,0,55.0
977,977,977,977,2053,SHA601,Mountain Flight,Shree Airlines,2023-04-06, 07:20:00,2023-04-06, 08:01:00,Landed,0,41.0
978,978,978,978,2054,BHA352,Bharatpur,Buddha Air,2023-04-06, 07:35:00,2023-04-06, 08:10:00,Landed,0,35.0
979,979,979,979,2055,SHA228,Dhangadhi,Shree Airlines,2023-04-06, 07:50:00,2023-04-06, 08:12:00,Landed,0,22.0
980,980,980,980,2056,SHA440,Nepalgunj,Shree Airlines,2023-04-06, 07:50:00,2023-04-06, 08:05:00,Landed,0,15.0
981,981,981,981,2057,KB400,Paro,Druk Air,2023-04-06, 07:55:00,2023-04-06, 08:38:00,Landed,1,43.0
982,982,982,982,2058,BHA400,Mountain Flight,Buddha Air,2023-04-06, 08:00:00,2023-04-06, 08:02:00,Landed,0,2.0
983,983,983,983,2059,BHA552,Simara Airport,Buddha Air,2023-04-06, 08:00:00,2023-04-06, 08:05:00,Landed,0,5.0
984,984,984,984,2060,NYT786,Biratnagar,Yeti Airlines,2023-04-06, 08:10:00,2023-04-06, 08:25:00,Landed,0,15.0
985,985,985,985,2061,BHA602,Pokhara,Buddha Air,2023-04-06, 08:35:00,2023-04-06, 08:23:00,Landed,0,-12.0
986,986,986,986,2062,BHA952,Bhadrapur,Buddha Air,2023-04-06, 09:00:00,2023-04-06, 09:15:00,Landed,0,15.0
987,987,987,987,2064,BHA502,Janakpur,Buddha Air,2023-04-06, 08:55:00,2023-04-06, 09:37:00,Landed,0,42.0
988,988,988,988,2065,SAU914,Bhadrapur,Saurya Airlines,2023-04-06, 09:00:00,2023-04-06, 09:28:00,Landed,0,28.0
989,989,989,989,2066,BHA604,Pokhara,Buddha Air,2023-04-06, 09:05:00,2023-04-06, 09:00:00,Landed,0,-5.0
990,990,990,990,2067,H9564,Doha,Himalaya Airlines,2023-04-06, 09:05:00,2023-04-06, 09:05:00,Landed,1,0.0
991,991,991,991,2068,G9536,Sharjah,Air Arabia,2023-04-06, 09:20:00,2023-04-06, 08:58:00,Landed,1,-22.0
992,992,992,992,2069,AI213,Delhi,Air India,2023-04-06, 09:25:00,2023-04-06, 09:18:00,Landed,1,-7.0
993,993,993,993,2070,H9566,Dubai,Himalaya Airlines,2023-04-06, 09:25:00,2023-04-06, 09:13:00,Landed,1,-12.0
994,994,994,994,2071,SHA822,Bhairahawa,Shree Airlines,2023-04-06, 09:25:00,2023-04-06, 10:10:00,Landed,0,45.0
995,995,995,995,2072,SMA302,Lukla,Summit Air,2023-04-06, 09:35:00,2023-04-06, 08:55:00,Landed,0,-40.0
996,996,996,996,2073,QR652,Doha,Qatar Airways,2023-04-06, 10:05:00,2023-04-06, 09:36:00,Landed,1,-29.0
997,997,997,997,2078,BHA852,Bhairahawa,Buddha Air,2023-04-06, 09:40:00,2023-04-06, 10:00:00,Landed,0,20.0
998,998,998,998,2079,BHA702,Biratnagar,Buddha Air,2023-04-06, 09:45:00,2023-04-06, 10:25:00,Landed,0,40.0
999,999,999,999,2080,BHA652,Pokhara,Buddha Air,2023-04-06, 09:55:00,2023-04-06, 10:00:00,Landed,0,5.0
1000,1000,1000,1000,2081,NYT532,Simara Airport,Yeti Airlines,2023-04-06, 10:00:00,2023-04-06, 10:16:00,Landed,0,16.0
1001,1001,1001,1001,2082,BHA134,Surkhet,Buddha Air,2023-04-06, 10:15:00,2023-04-06, 10:15:00,Landed,0,0.0
1002,1002,1002,1002,2083,RA118,Phaplu,Nepal Airlines,2023-04-06, 10:35:00,2023-04-06, 10:00:00,Landed,1,-35.0
1003,1003,1003,1003,2093,RA230,Dubai,Nepal Airlines,2023-04-06, 09:45:00,2023-04-06, 10:47:00,Landed,1,62.0
1004,1004,1004,1004,2094,NYT676,Pokhara,Yeti Airlines,2023-04-06, 10:30:00,2023-04-06, 11:05:00,Landed,0,35.0
1005,1005,1005,1005,2095,NYT788,Biratnagar,Yeti Airlines,2023-04-06, 10:40:00,2023-04-06, 11:13:00,Landed,0,33.0
1006,1006,1006,1006,2096,SHA656,Pokhara,Shree Airlines,2023-04-06, 11:00:00,2023-04-06, 11:40:00,Landed,0,40.0
1007,1007,1007,1007,2097,BG371,Dhaka,Biman Bangladesh,2023-04-06, 11:35:00,2023-04-06, 11:17:00,Landed,1,-18.0
1008,1008,1008,1008,2098,UL181,Colombo,SriLankan Airlines,2023-04-06, 12:15:00,2023-04-06, 11:43:00,Landed,1,-32.0
1009,1009,1009,1009,2099,BHA452,Nepalgunj,Buddha Air,2023-04-06, 10:05:00,2023-04-06, 12:51:00,Landed,0,166.0
1010,1010,1010,1010,2100,BHA282,Tumlingtar,Buddha Air,2023-04-06, 11:20:00,2023-04-06, 12:08:00,Landed,0,48.0
1011,1011,1011,1011,2101,BHA554,Simara Airport,Buddha Air,2023-04-06, 11:25:00,2023-04-06, 12:49:00,Landed,0,84.0
1012,1012,1012,1012,2102,WE319,Bangkok,THAI Smile,2023-04-06, 11:25:00,2023-04-06, 12:00:00,Landed,1,35.0
1013,1013,1013,1013,2103,BHA504,Janakpur,Buddha Air,2023-04-06, 11:40:00,2023-04-06, 12:10:00,Landed,0,30.0
1014,1014,1014,1014,2104,NYT678,Pokhara,Yeti Airlines,2023-04-06, 11:40:00,2023-04-06, 12:00:00,Landed,0,20.0
1015,1015,1015,1015,2105,NYT922,Bhadrapur,Yeti Airlines,2023-04-06, 11:50:00,2023-04-06, 12:17:00,Landed,0,27.0
1016,1016,1016,1016,2106,OD184,Kuala Lumpur,Batik Air,2023-04-06, 12:55:00,2023-04-06, 12:29:00,Landed,1,-26.0
1017,1017,1017,1017,2110,NYT892,Bhairahawa,Yeti Airlines,2023-04-06, 12:35:00,2023-04-06, 13:00:00,Landed,0,25.0
1018,1018,1018,1018,2111,RA206,Delhi,Nepal Airlines,2023-04-06, 12:40:00,2023-04-06, 13:33:00,Landed,1,53.0
1019,1019,1019,1019,2112,6E1153,Delhi,IndiGo,2023-04-06, 13:05:00,2023-04-06, 13:06:00,Landed,1,1.0
1020,1020,1020,1020,2113,BHA556,Simara Airport,Buddha Air,2023-04-06, 13:05:00,2023-04-06, 13:24:00,Landed,0,19.0
1021,1021,1021,1021,2114,SMA304,Lukla,Summit Air,2023-04-06, 13:05:00,2023-04-06, 13:05:00,Landed,0,0.0
1022,1022,1022,1022,2115,SAU724,Biratnagar,Saurya Airlines,2023-04-06, 13:10:00,2023-04-06, 13:15:00,Landed,0,5.0
1023,1023,1023,1023,2116,AI247,Kolkata,Air India,2023-04-06, 13:35:00,2023-04-06, 13:12:00,Landed,1,-23.0
1024,1024,1024,1024,2122,BHA404,Nepalgunj,Buddha Air,2023-04-06, 13:45:00,2023-04-06, 14:25:00,Landed,0,40.0
1025,1025,1025,1025,2123,BHA618,Pokhara,Buddha Air,2023-04-06, 13:45:00,2023-04-06, 13:54:00,Landed,0,9.0
1026,1026,1026,1026,2124,SHA224,Dhangadhi,Shree Airlines,2023-04-06, 13:50:00,2023-04-06, 14:30:00,Landed,0,40.0
1027,1027,1027,1027,2125,BHA706,Biratnagar,Buddha Air,2023-04-06, 14:15:00,2023-04-06, 14:35:00,Landed,0,20.0
1028,1028,1028,1028,2126,AI215,Delhi,Air India,2023-04-06, 14:50:00,2023-04-06, 14:40:00,Landed,1,-10.0
1029,1029,1029,1029,2127,FZ539,Dubai,Flydubai,2023-04-06, 15:00:00,2023-04-06, 14:15:00,Landed,1,-45.0
1030,1030,1030,1030,2131,BHA172,Rajbiraj,Buddha Air,2023-04-06, 15:00:00,2023-04-06, 15:05:00,Landed,0,5.0
1031,1031,1031,1031,2132,BHA506,Janakpur,Buddha Air,2023-04-06, 15:05:00,2023-04-06, 15:42:00,Landed,0,37.0
1032,1032,1032,1032,2133,BHA858,Bhairahawa,Buddha Air,2023-04-06, 15:05:00,2023-04-06, 15:25:00,Landed,0,20.0
1033,1033,1033,1033,2134,6E1155,Delhi,IndiGo,2023-04-06, 15:30:00,2023-04-06, 15:32:00,Landed,1,2.0
1034,1034,1034,1034,2136,NYT926,Bhadrapur,Yeti Airlines,2023-04-06, 14:55:00,2023-04-06, 16:22:00,Landed,0,87.0
1035,1035,1035,1035,2137,BHA374,Bharatpur,Buddha Air,2023-04-06, 15:00:00,2023-04-06, 16:07:00,Landed,0,67.0
1036,1036,1036,1036,2138,NYT422,Nepalgunj,Yeti Airlines,2023-04-06, 15:00:00,2023-04-06, 16:25:00,Landed,0,85.0
1037,1037,1037,1037,2139,NYT782,Biratnagar,Yeti Airlines,2023-04-06, 15:30:00,2023-04-06, 16:18:00,Landed,0,48.0
1038,1038,1038,1038,2140,NYT682,Pokhara,Yeti Airlines,2023-04-06, 15:45:00,2023-04-06, 16:13:00,Landed,0,28.0
1039,1039,1039,1039,2141,BHA708,Biratnagar,Buddha Air,2023-04-06, 15:55:00,2023-04-06, 16:10:00,Landed,0,15.0
1040,1040,1040,1040,2142,BHA656,Pokhara,Buddha Air,2023-04-06, 16:05:00,2023-04-06, 16:20:00,Landed,0,15.0
1041,1041,1041,1041,2143,6E1157,Mumbai,IndiGo,2023-04-06, 16:30:00,2023-04-06, 16:29:00,Landed,1,-1.0
1042,1042,1042,1042,2144,QR646,Doha,Qatar Airways,2023-04-06, 16:45:00,2023-04-06, 16:00:00,Landed,1,-45.0
1043,1043,1043,1043,2148,NYT540,Simara Airport,Yeti Airlines,2023-04-06, 16:50:00,2023-04-06, 17:32:00,Landed,0,42.0
1044,1044,1044,1044,2149,BHA658,Pokhara,Buddha Air,2023-04-06, 17:00:00,2023-04-06, 17:10:00,Landed,0,10.0
1045,1045,1045,1045,2150,BHA710,Biratnagar,Buddha Air,2023-04-06, 17:00:00,2023-04-06, 17:19:00,Landed,0,19.0
1046,1046,1046,1046,2151,BHA958,Bhadrapur,Buddha Air,2023-04-06, 17:05:00,2023-04-06, 17:32:00,Landed,0,27.0
1047,1047,1047,1047,2152,SL220,Bangkok,Thai Lion,2023-04-06, 17:20:00,2023-04-06, 17:38:00,Landed,1,18.0
1048,1048,1048,1048,2153,BHA860,Bhairahawa,Buddha Air,2023-04-06, 17:30:00,2023-04-06, 17:40:00,Landed,0,10.0
1049,1049,1049,1049,2156,UK155,Delhi,Vistara,2023-04-06, 17:00:00,2023-04-06, 17:58:00,Landed,1,58.0
1050,1050,1050,1050,2157,H9679,Dhaka,Himalaya Airlines,2023-04-06, 17:40:00,2023-04-06, 17:49:00,Landed,1,9.0
1051,1051,1051,1051,2158,BHA660,Pokhara,Buddha Air,2023-04-06, 18:00:00,2023-04-06, 18:05:00,Landed,0,5.0
1052,1052,1052,1052,2159,RA218,Delhi,Nepal Airlines,2023-04-06, 18:35:00,2023-04-06, 18:15:00,Landed,1,-20.0
1053,1053,1053,1053,2160,FZ575,Dubai,Flydubai,2023-04-06, 18:55:00,2023-04-06, 18:26:00,Landed,1,-29.0
1054,1054,1054,1054,2163,NYT794,Biratnagar,Yeti Airlines,2023-04-06, 17:40:00,2023-04-06, 18:57:00,Landed,0,77.0
1055,1055,1055,1055,2164,BHA802,Bhairahawa,Buddha Air,2023-04-06, 18:35:00,2023-04-06, 18:52:00,Landed,0,17.0
1056,1056,1056,1056,2165,NYT894,Bhairahawa,Yeti Airlines,2023-04-06, 18:45:00,2023-04-06, 19:15:00,Landed,0,30.0
1057,1057,1057,1057,2166,NYT574,Janakpur,Yeti Airlines,2023-04-06, 19:20:00,2023-04-06, 19:35:00,Landed,0,15.0
