,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,FlightNumber,OrigDest,Airline,STADate,STATime,ETADate,ETATime,FlightStatus,IntDom,late
1058,1058,1058,1058,2169,BHA902,Bhadrapur,Buddha Air,2023-04-06, 19:45:00,2023-04-06, 20:09:00,Landed,0,24.0
1059,1059,1059,1059,2170,BHA714,Biratnagar,Buddha Air,2023-04-06, 19:55:00,2023-04-06, 20:07:00,Landed,0,12.0
1060,1060,1060,1060,2171,AI211,Delhi,Air India,2023-04-06, 20:35:00,2023-04-06, 20:00:00,Landed,1,-35.0
1061,1061,1061,1061,2172,OD182,Kuala Lumpur,Batik Air,2023-04-06, 20:35:00,2023-04-06, 20:13:00,Landed,1,-22.0
1062,1062,1062,1062,2175,BHA410,Nepalgunj,Buddha Air,2023-04-06, 20:20:00,2023-04-06, 21:11:00,Landed,0,51.0
1063,1063,1063,1063,2176,BHA256,Dhangadhi,Buddha Air,2023-04-06, 20:35:00,2023-04-06, 20:58:00,Landed,0,23.0
1064,1064,1064,1064,2177,BHA716,Biratnagar,Buddha Air,2023-04-06, 20:35:00,2023-04-06, 21:20:00,Landed,0,45.0
1065,1065,1065,1065,2178,RA226,Banglore,Nepal Airlines,2023-04-06, 20:45:00,2023-04-06, 21:20:00,Landed,1,35.0
1066,1066,1066,1066,2179,H9891,Kuala Lumpur,Himalaya Airlines,2023-04-06, 21:00:00,2023-04-06, 21:04:00,Landed,1,4.0
1067,1067,1067,1067,2180,BHA808,Bhairahawa,Buddha Air,2023-04-06, 21:10:00,2023-04-06, 21:08:00,Landed,0,-2.0
1068,1068,1068,1068,2181,G9530,Sharjah,Air Arabia,2023-04-06, 22:00:00,2023-04-06, 21:35:00,Landed,1,-25.0
1069,1069,1069,1069,2188,SQ442,Singapore,Singapore Airlines,2023-04-06, 22:05:00,2023-04-06, 22:00:00,Landed,1,-5.0
1070,1070,1070,1070,2189,MH114,Kuala Lumpur,Malaysia Airlines,2023-04-06, 22:30:00,2023-04-06, 22:06:00,Landed,1,-24.0
1071,1071,1071,1071,2218,RA220,Riyadh,Nepal Airlines,2023-04-07, 00:05:00,2023-04-07, 00:07:00,Landed,1,2.0
1072,1072,1072,1072,2219,FZ573,Dubai,Flydubai,2023-04-07, 00:25:00,2023-04-07, 23:35:00,Landed,1,1390.0
1073,1073,1073,1073,2220,QR644,Doha,Qatar Airways,2023-04-07, 01:00:00,2023-04-07, 00:20:00,Landed,1,-40.0
1074,1074,1074,1074,2224,H9873,Kuala Lumpur,Himalaya Airlines,2023-04-07, 06:15:00,2023-04-07, 06:17:00,Landed,1,2.0
1075,1075,1075,1075,2225,J9539,Kuwait,Jazeera,2023-04-07, 06:30:00,2023-04-07, 06:25:00,Landed,1,-5.0
1076,1076,1076,1076,2226,SHA1601,Mountain Flight,Shree Airlines,2023-04-07, 07:05:00,2023-04-07, 07:30:00,Landed,0,25.0
1077,1077,1077,1077,2227,H9560,Dammam,Himalaya Airlines,2023-04-07, 07:25:00,2023-04-07, 07:19:00,Landed,1,-6.0
1078,1078,1078,1078,2228,FZ1133,Dubai,Flydubai,2023-04-07, 07:50:00,2023-04-07, 07:24:00,Landed,1,-26.0
1079,1079,1079,1079,2229,BHA806,Bhairahawa,Buddha Air,2023-04-07, 07:00:00,2023-04-07, 07:55:00,Landed,0,55.0
1080,1080,1080,1080,2230,BHA662,Pokhara,Buddha Air,2023-04-07, 07:05:00,2023-04-07, 07:45:00,Landed,0,40.0
1081,1081,1081,1081,2231,BHA200,Mountain Flight,Buddha Air,2023-04-07, 07:15:00,2023-04-07, 07:45:00,Landed,0,30.0
1082,1082,1082,1082,2232,SHA601,Mountain Flight,Shree Airlines,2023-04-07, 07:20:00,2023-04-07, 07:55:00,Landed,0,35.0
1083,1083,1083,1083,2233,BHA100,Mountain Flight,Buddha Air,2023-04-07, 07:30:00,2023-04-07, 07:27:00,Landed,0,-3.0
1084,1084,1084,1084,2234,BHA400,Mountain Flight,Buddha Air,2023-04-07, 07:30:00,2023-04-07, 07:41:00,Landed,0,11.0
1085,1085,1085,1085,2235,NYT301,Mountain Flight,Yeti Airlines,2023-04-07, 07:30:00,2023-04-07, 07:51:00,Landed,0,21.0
1086,1086,1086,1086,2236,BHA552,Simara Airport,Buddha Air,2023-04-07, 07:45:00,2023-04-07, 07:58:00,Landed,0,13.0
1087,1087,1087,1087,2237,SHA440,Nepalgunj,Shree Airlines,2023-04-07, 07:45:00,2023-04-07, 08:10:00,Landed,0,25.0
1088,1088,1088,1088,2238,KB400,Paro,Druk Air,2023-04-07, 07:55:00,2023-04-07, 08:32:00,Landed,1,37.0
1089,1089,1089,1089,2239,SHA228,Dhangadhi,Shree Airlines,2023-04-07, 07:55:00,2023-04-07, 08:11:00,Landed,0,16.0
1090,1090,1090,1090,2240,RA130,Taplejung,Nepal Airlines,2023-04-07, 08:30:00,2023-04-07, 08:30:00,Landed,1,0.0
1091,1091,1091,1091,2244,BHA352,Bharatpur,Buddha Air,2023-04-07, 07:55:00,2023-04-07, 08:15:00,Landed,0,20.0
1092,1092,1092,1092,2245,NYT786,Biratnagar,Yeti Airlines,2023-04-07, 08:10:00,2023-04-07, 08:23:00,Landed,0,13.0
1093,1093,1093,1093,2246,RA416,Kuala Lumpur,Nepal Airlines,2023-04-07, 08:10:00,2023-04-07, 09:04:00,Landed,1,54.0
1094,1094,1094,1094,2247,BHA602,Pokhara,Buddha Air,2023-04-07, 08:20:00,2023-04-07, 08:26:00,Landed,0,6.0
1095,1095,1095,1095,2248,NYT672,Pokhara,Yeti Airlines,2023-04-07, 08:30:00,2023-04-07, 08:52:00,Landed,0,22.0
1096,1096,1096,1096,2249,SHA656,Pokhara,Shree Airlines,2023-04-07, 08:50:00,2023-04-07, 09:24:00,Landed,0,34.0
1097,1097,1097,1097,2250,SAU914,Bhadrapur,Saurya Airlines,2023-04-07, 09:00:00,2023-04-07, 09:18:00,Landed,0,18.0
1098,1098,1098,1098,2251,BHA604,Pokhara,Buddha Air,2023-04-07, 09:05:00,2023-04-07, 09:05:00,Landed,0,0.0
1099,1099,1099,1099,2252,H9564,Doha,Himalaya Airlines,2023-04-07, 09:05:00,2023-04-07, 08:45:00,Completed,1,-20.0
1100,1100,1100,1100,2253,G9536,Sharjah,Air Arabia,2023-04-07, 09:20:00,2023-04-07, 09:03:00,Landed,1,-17.0
1101,1101,1101,1101,2254,AI213,Delhi,Air India,2023-04-07, 09:25:00,2023-04-07, 08:54:00,Landed,1,-31.0
1102,1102,1102,1102,2255,QR652,Doha,Qatar Airways,2023-04-07, 10:05:00,2023-04-07, 09:33:00,Landed,1,-32.0
1103,1103,1103,1103,2259,BHA502,Janakpur,Buddha Air,2023-04-07, 08:55:00,2023-04-07, 09:51:00,Landed,0,56.0
1104,1104,1104,1104,2260,BHA356,Bharatpur,Buddha Air,2023-04-07, 09:20:00,2023-04-07, 09:36:00,Landed,0,16.0
1105,1105,1105,1105,2261,U4162,Varanasi,Buddha Air,2023-04-07, 09:35:00,2023-04-07, 09:55:00,Landed,0,20.0
1106,1106,1106,1106,2262,BHA852,Bhairahawa,Buddha Air,2023-04-07, 09:40:00,2023-04-07, 10:10:00,Landed,0,30.0
1107,1107,1107,1107,2263,BHA702,Biratnagar,Buddha Air,2023-04-07, 09:45:00,2023-04-07, 10:25:00,Landed,0,40.0
1108,1108,1108,1108,2264,BHA952,Bhadrapur,Buddha Air,2023-04-07, 09:45:00,2023-04-07, 10:05:00,Landed,0,20.0
1109,1109,1109,1109,2265,RA240,Doha,Nepal Airlines,2023-04-07, 10:10:00,2023-04-07, 10:14:00,Landed,1,4.0
1110,1110,1110,1110,2266,BHA134,Surkhet,Buddha Air,2023-04-07, 10:15:00,2023-04-07, 10:05:00,Landed,0,-10.0
1111,1111,1111,1111,2267,UK151,Mumbai,Vistara,2023-04-07, 10:30:00,2023-04-07, 10:00:00,Landed,1,-30.0
1112,1112,1112,1112,2271,NYT676,Pokhara,Yeti Airlines,2023-04-07, 10:30:00,2023-04-07, 11:01:00,Landed,0,31.0
1113,1113,1113,1113,2272,SHA222,Dhangadhi,Shree Airlines,2023-04-07, 10:35:00,2023-04-07, 10:55:00,Landed,0,20.0
1114,1114,1114,1114,2273,NYT788,Biratnagar,Yeti Airlines,2023-04-07, 10:40:00,2023-04-07, 10:57:00,Landed,0,17.0
1115,1115,1115,1115,2274,SHA822,Bhairahawa,Shree Airlines,2023-04-07, 10:40:00,2023-04-07, 11:10:00,Landed,0,30.0
1116,1116,1116,1116,2275,SAU676,Pokhara,Saurya Airlines,2023-04-07, 10:50:00,2023-04-07, 11:03:00,Landed,0,13.0
1117,1117,1117,1117,2276,BG371,Dhaka,Biman Bangladesh,2023-04-07, 11:35:00,2023-04-07, 11:09:00,Landed,1,-26.0
1118,1118,1118,1118,2277,MH170,Kuala Lumpur,Malaysia Airlines,2023-04-07, 12:05:00,2023-04-07, 11:37:00,Landed,1,-28.0
1119,1119,1119,1119,2280,CA437,Tianfu,Air China,2023-04-07, 11:05:00,2023-04-07, 11:57:00,Completed,1,52.0
1120,1120,1120,1120,2281,BHA704,Biratnagar,Buddha Air,2023-04-07, 12:00:00,2023-04-07, 12:30:00,Landed,0,30.0
1121,1121,1121,1121,2282,BHA610,Pokhara,Buddha Air,2023-04-07, 12:20:00,2023-04-07, 12:33:00,Landed,0,13.0
1122,1122,1122,1122,2283,WE319,Bangkok,THAI Smile,2023-04-07, 12:25:00,2023-04-07, 12:31:00,Landed,1,6.0
1123,1123,1123,1123,2284,KU393,Kuwait,Kuwait Airlines,2023-04-08, 01:30:00,2023-04-08, 01:30:00,Completed,1,0.0
1124,1124,1124,1124,2286,SHA658,Pokhara,Shree Airlines,2023-04-07, 12:20:00,2023-04-07, 13:17:00,Landed,0,57.0
1125,1125,1125,1125,2287,BHA954,Bhadrapur,Buddha Air,2023-04-07, 12:35:00,2023-04-07, 12:52:00,Landed,0,17.0
1126,1126,1126,1126,2288,NYT892,Bhairahawa,Yeti Airlines,2023-04-07, 12:35:00,2023-04-07, 13:13:00,Landed,0,38.0
1127,1127,1127,1127,2289,NYT792,Biratnagar,Yeti Airlines,2023-04-07, 12:40:00,2023-04-07, 13:08:00,Landed,0,28.0
1128,1128,1128,1128,2290,RA206,Delhi,Nepal Airlines,2023-04-07, 12:40:00,2023-04-07, 12:45:00,Landed,1,5.0
1129,1129,1129,1129,2291,SHA434,Nepalgunj,Shree Airlines,2023-04-07, 12:40:00,2023-04-07, 13:28:00,Landed,0,48.0
1130,1130,1130,1130,2292,6E1153,Delhi,IndiGo,2023-04-07, 13:05:00,2023-04-07, 13:05:00,Landed,1,0.0
1131,1131,1131,1131,2293,BHA556,Simara Airport,Buddha Air,2023-04-07, 13:05:00,2023-04-07, 13:31:00,Landed,0,26.0
1132,1132,1132,1132,2294,BHA618,Pokhara,Buddha Air,2023-04-07, 13:05:00,2023-04-07, 13:34:00,Landed,0,29.0
1133,1133,1133,1133,2299,BHA856,Bhairahawa,Buddha Air,2023-04-07, 13:20:00,2023-04-07, 13:41:00,Landed,0,21.0
1134,1134,1134,1134,2300,BHA360,Bharatpur,Buddha Air,2023-04-07, 13:30:00,2023-04-07, 14:10:00,Landed,0,40.0
1135,1135,1135,1135,2301,SHA224,Dhangadhi,Shree Airlines,2023-04-07, 13:40:00,2023-04-07, 14:20:00,Landed,0,40.0
1136,1136,1136,1136,2302,BHA404,Nepalgunj,Buddha Air,2023-04-07, 13:45:00,2023-04-07, 14:07:00,Landed,0,22.0
1137,1137,1137,1137,2303,SG7658,Kolkata,Spicejet,2023-04-07, 14:10:00,2023-04-07, 14:07:00,Completed,1,-3.0
1138,1138,1138,1138,2304,6E1157,Mumbai,IndiGo,2023-04-07, 14:20:00,2023-04-07, 14:00:00,Landed,1,-20.0
1139,1139,1139,1139,2305,FZ539,Dubai,Flydubai,2023-04-07, 15:00:00,2023-04-07, 14:31:00,Landed,1,-29.0
1140,1140,1140,1140,2306,3L045,Abu Dhabi,Air Arabia Abu  Dhabi,2023-04-07, 15:10:00,2023-04-07, 14:44:00,Landed,1,-26.0
1141,1141,1141,1141,2314,BHA956,Bhadrapur,Buddha Air,2023-04-07, 13:45:00,2023-04-07, 15:12:00,Landed,0,87.0
1142,1142,1142,1142,2315,3U3901,Tianfu,Sichuan Airlines,2023-04-07, 14:30:00,2023-04-07, 15:02:00,Landed,1,32.0
1143,1143,1143,1143,2316,AI215,Delhi,Air India,2023-04-07, 14:50:00,2023-04-07, 14:47:00,Landed,1,-3.0
1144,1144,1144,1144,2317,NYT926,Bhadrapur,Yeti Airlines,2023-04-07, 14:55:00,2023-04-07, 15:35:00,Landed,0,40.0
1145,1145,1145,1145,2318,BHA374,Bharatpur,Buddha Air,2023-04-07, 15:00:00,2023-04-07, 15:37:00,Landed,0,37.0
1146,1146,1146,1146,2319,BHA858,Bhairahawa,Buddha Air,2023-04-07, 15:05:00,2023-04-07, 15:31:00,Landed,0,26.0
1147,1147,1147,1147,2320,6E1155,Delhi,IndiGo,2023-04-07, 15:30:00,2023-04-07, 15:10:00,Landed,1,-20.0
1148,1148,1148,1148,2326,NYT422,Nepalgunj,Yeti Airlines,2023-04-07, 15:00:00,2023-04-07, 16:22:00,Landed,0,82.0
1149,1149,1149,1149,2327,BHA506,Janakpur,Buddha Air,2023-04-07, 15:05:00,2023-04-07, 15:52:00,Landed,0,47.0
1150,1150,1150,1150,2328,SAU912,Bhadrapur,Saurya Airlines,2023-04-07, 15:05:00,2023-04-07, 15:53:00,Landed,0,48.0
1151,1151,1151,1151,2329,BHA376,Bharatpur,Buddha Air,2023-04-07, 15:30:00,2023-04-07, 15:59:00,Landed,0,29.0
1152,1152,1152,1152,2330,NYT682,Pokhara,Yeti Airlines,2023-04-07, 15:45:00,2023-04-07, 16:38:00,Landed,0,53.0
1153,1153,1153,1153,2331,UK155,Delhi,Vistara,2023-04-07, 16:00:00,2023-04-07, 15:59:00,Landed,1,-1.0
1154,1154,1154,1154,2332,BHA656,Pokhara,Buddha Air,2023-04-07, 16:05:00,2023-04-07, 16:14:00,Landed,0,9.0
1155,1155,1155,1155,2333,BHA136,Surkhet,Buddha Air,2023-04-07, 17:40:00,2023-04-07, 16:33:00,Landed,0,-67.0
1156,1156,1156,1156,2342,NYT782,Biratnagar,Yeti Airlines,2023-04-07, 15:30:00,2023-04-07, 16:44:00,Landed,0,74.0
1157,1157,1157,1157,2343,BHA136,Surkhet,Buddha Air,2023-04-07, 16:00:00,2023-04-07, 16:33:00,Landed,0,33.0
1158,1158,1158,1158,2344,BHA558,Simara Airport,Buddha Air,2023-04-07, 16:25:00,2023-04-07, 17:08:00,Landed,0,43.0
1159,1159,1159,1159,2345,SAU678,Pokhara,Saurya Airlines,2023-04-07, 16:35:00,2023-04-07, 17:30:00,Landed,0,55.0
1160,1160,1160,1160,2346,RA202,Mumbai,Nepal Airlines,2023-04-07, 17:45:00,2023-04-07, 17:37:00,Landed,1,-8.0
1161,1161,1161,1161,2351,BHA508,Janakpur,Buddha Air,2023-04-07, 17:00:00,2023-04-07, 18:02:00,Landed,0,62.0
1162,1162,1162,1162,2352,RA202,Mumbai,Nepal Airlines,2023-04-07, 17:15:00,2023-04-07, 17:37:00,Landed,1,22.0
1163,1163,1163,1163,2353,OD186,Kuala Lumpur,Batik Air,2023-04-07, 17:20:00,2023-04-07, 17:44:00,Landed,1,24.0
1164,1164,1164,1164,2354,SHA226,Dhangadhi,Shree Airlines,2023-04-07, 17:25:00,2023-04-07, 18:11:00,Landed,0,46.0
1165,1165,1165,1165,2355,BHA710,Biratnagar,Buddha Air,2023-04-07, 17:30:00,2023-04-07, 17:30:00,Landed,0,0.0
1166,1166,1166,1166,2356,QR646,Doha,Qatar Airways,2023-04-07, 17:30:00,2023-04-07, 17:48:00,Landed,1,18.0
1167,1167,1167,1167,2357,H9566D,Dubai,Himalaya Airlines,2023-04-07, 17:35:00,2023-04-07, 18:04:00,Landed,1,29.0
1168,1168,1168,1168,2358,FZ575,Dubai,Flydubai,2023-04-07, 17:40:00,2023-04-07, 18:17:00,Landed,1,37.0
1169,1169,1169,1169,2359,KE695,Seoul,Korean Air,2023-04-07, 17:45:00,2023-04-07, 18:35:00,Landed,1,50.0
1170,1170,1170,1170,2360,RA218,Delhi,Nepal Airlines,2023-04-07, 18:10:00,2023-04-07, 18:42:00,Landed,1,32.0
1171,1171,1171,1171,2361,NYT794,Biratnagar,Yeti Airlines,2023-04-07, 17:40:00,2023-04-07, 19:06:00,Landed,0,86.0
1172,1172,1172,1172,2362,BHA564,Simara Airport,Buddha Air,2023-04-07, 18:45:00,2023-04-07, 19:43:00,Landed,0,58.0
1173,1173,1173,1173,2363,NYT894,Bhairahawa,Yeti Airlines,2023-04-07, 18:45:00,2023-04-07, 19:19:00,Landed,0,34.0
1174,1174,1174,1174,2364,BHA512,Janakpur,Buddha Air,2023-04-07, 19:00:00,2023-04-07, 19:27:00,Landed,0,27.0
1175,1175,1175,1175,2365,NYT574,Janakpur,Yeti Airlines,2023-04-07, 19:20:00,2023-04-07, 19:39:00,Landed,0,19.0
1176,1176,1176,1176,2366,BHA712,Biratnagar,Buddha Air,2023-04-07, 19:25:00,2023-04-07, 19:32:00,Landed,0,7.0
1177,1177,1177,1177,2375,BHA408,Nepalgunj,Buddha Air,2023-04-07, 19:25:00,2023-04-07, 20:33:00,Landed,0,68.0
1178,1178,1178,1178,2376,BHA902,Bhadrapur,Buddha Air,2023-04-07, 19:45:00,2023-04-07, 20:28:00,Landed,0,43.0
1179,1179,1179,1179,2377,OD182,Kuala Lumpur,Batik Air,2023-04-07, 20:30:00,2023-04-07, 20:22:00,Landed,1,-8.0
1180,1180,1180,1180,2378,AI211,Delhi,Air India,2023-04-07, 20:35:00,2023-04-07, 20:26:00,Landed,1,-9.0
1181,1181,1181,1181,2379,BHA410,Nepalgunj,Buddha Air,2023-04-07, 19:35:00,2023-04-07, 20:40:00,Landed,0,65.0
1182,1182,1182,1182,2380,BHA714,Biratnagar,Buddha Air,2023-04-07, 19:55:00,2023-04-07, 20:50:00,Landed,0,55.0
1183,1183,1183,1183,2381,BHA664,Pokhara,Buddha Air,2023-04-07, 20:25:00,2023-04-07, 21:30:00,Landed,0,65.0
1184,1184,1184,1184,2382,BHA256,Dhangadhi,Buddha Air,2023-04-07, 20:35:00,2023-04-07, 21:32:00,Landed,0,57.0
1185,1185,1185,1185,2383,BHA716,Biratnagar,Buddha Air,2023-04-07, 20:35:00,2023-04-07, 21:05:00,Landed,0,30.0
1186,1186,1186,1186,2384,RA402,Bangkok,Nepal Airlines,2023-04-07, 20:45:00,2023-04-07, 20:47:00,Landed,1,2.0
1187,1187,1187,1187,2385,H9891,Kuala Lumpur,Himalaya Airlines,2023-04-07, 21:00:00,2023-04-07, 21:11:00,Landed,1,11.0
1188,1188,1188,1188,2386,BHA808,Bhairahawa,Buddha Air,2023-04-07, 21:10:00,2023-04-07, 21:36:00,Landed,0,26.0
1189,1189,1189,1189,2387,SQ442,Singapore,Singapore Airlines,2023-04-07, 22:00:00,2023-04-07, 21:27:00,Landed,1,-33.0
1190,1190,1190,1190,2390,CX603,Hong Kong,Cathay Pacific,2023-04-07, 22:05:00,2023-04-07, 21:49:00,Landed,1,-16.0
1191,1191,1191,1191,2391,G9530,Sharjah,Air Arabia,2023-04-07, 22:10:00,2023-04-07, 21:53:00,Landed,1,-17.0
1192,1192,1192,1192,2392,MH114,Kuala Lumpur,Malaysia Airlines,2023-04-07, 22:30:00,2023-04-07, 22:19:00,Landed,1,-11.0
1193,1193,1193,1193,2408,QR644,Doha,Qatar Airways,2023-04-08, 01:00:00,2023-04-08, 01:10:00,Landed,1,10.0
1194,1194,1194,1194,2409,J91539,Kuwait,Jazeera,2023-04-08, 01:45:00,2023-04-08, 01:18:00,Landed,1,-27.0
1195,1195,1195,1195,2412,TK726,Istanbul,Turkish Airlines,2023-04-08, 06:05:00,2023-04-08, 06:17:00,Landed,1,12.0
1196,1196,1196,1196,2413,H9873,Kuala Lumpur,Himalaya Airlines,2023-04-08, 06:15:00,2023-04-08, 06:24:00,Landed,1,9.0
1197,1197,1197,1197,2414,BHA620,Pokhara,Buddha Air,2023-04-08, 07:00:00,2023-04-08, 07:15:00,Landed,0,15.0
1198,1198,1198,1198,2415,BHA400,Mountain Flight,Buddha Air,2023-04-08, 07:15:00,2023-04-08, 07:26:00,Landed,0,11.0
1199,1199,1199,1199,2416,BHA100,Mountain Flight,Buddha Air,2023-04-08, 07:30:00,2023-04-08, 07:31:00,Landed,0,1.0
1200,1200,1200,1200,2417,FZ1133,Dubai,Flydubai,2023-04-08, 07:50:00,2023-04-08, 07:23:00,Landed,1,-27.0
1201,1201,1201,1201,2420,SHA601,Mountain Flight,Shree Airlines,2023-04-08, 07:20:00,2023-04-08, 07:56:00,Landed,0,36.0
1202,1202,1202,1202,2421,BHA300,Mountain Flight,Buddha Air,2023-04-08, 07:30:00,2023-04-08, 07:53:00,Landed,0,23.0
1203,1203,1203,1203,2422,NYT301,Mountain Flight,Yeti Airlines,2023-04-08, 07:30:00,2023-04-08, 07:47:00,Landed,0,17.0
1204,1204,1204,1204,2423,BHA806,Bhairahawa,Buddha Air,2023-04-08, 07:35:00,2023-04-08, 07:50:00,Landed,0,15.0
1205,1205,1205,1205,2424,NYT1301,Mountain Flight,Yeti Airlines,2023-04-08, 07:35:00,2023-04-08, 08:07:00,Landed,0,32.0
1206,1206,1206,1206,2425,BHA552,Simara Airport,Buddha Air,2023-04-08, 07:50:00,2023-04-08, 08:03:00,Landed,0,13.0
1207,1207,1207,1207,2426,SHA228,Dhangadhi,Shree Airlines,2023-04-08, 07:55:00,2023-04-08, 08:11:00,Landed,0,16.0
1208,1208,1208,1208,2427,BHA352,Bharatpur,Buddha Air,2023-04-08, 08:00:00,2023-04-08, 08:21:00,Landed,0,21.0
1209,1209,1209,1209,2428,KB400,Paro,Druk Air,2023-04-08, 08:40:00,2023-04-08, 08:41:00,Landed,1,1.0
1210,1210,1210,1210,2435,SHA440,Nepalgunj,Shree Airlines,2023-04-08, 07:45:00,2023-04-08, 08:44:00,Landed,0,59.0
1211,1211,1211,1211,2436,BHA662,Pokhara,Buddha Air,2023-04-08, 08:15:00,2023-04-08, 08:55:00,Landed,0,40.0
1212,1212,1212,1212,2437,NYT672,Pokhara,Yeti Airlines,2023-04-08, 08:30:00,2023-04-08, 09:08:00,Landed,0,38.0
1213,1213,1213,1213,2438,BHA502,Janakpur,Buddha Air,2023-04-08, 08:35:00,2023-04-08, 08:51:00,Landed,0,16.0
1214,1214,1214,1214,2439,SHA822,Bhairahawa,Shree Airlines,2023-04-08, 08:45:00,2023-04-08, 09:29:00,Landed,0,44.0
1215,1215,1215,1215,2440,SAU914,Bhadrapur,Saurya Airlines,2023-04-08, 09:00:00,2023-04-08, 09:19:00,Landed,0,19.0
1216,1216,1216,1216,2441,H9564,Doha,Himalaya Airlines,2023-04-08, 09:05:00,2023-04-08, 09:36:00,Landed,1,31.0
1217,1217,1217,1217,2442,G9536,Sharjah,Air Arabia,2023-04-08, 09:20:00,2023-04-08, 09:26:00,Landed,1,6.0
1218,1218,1218,1218,2443,AI213,Delhi,Air India,2023-04-08, 09:25:00,2023-04-08, 09:16:00,Landed,1,-9.0
1219,1219,1219,1219,2445,BHA356,Bharatpur,Buddha Air,2023-04-08, 09:20:00,2023-04-08, 10:11:00,Landed,0,51.0
1220,1220,1220,1220,2446,BHA604,Pokhara,Buddha Air,2023-04-08, 09:30:00,2023-04-08, 10:25:00,Landed,0,55.0
1221,1221,1221,1221,2447,BHA852,Bhairahawa,Buddha Air,2023-04-08, 09:40:00,2023-04-08, 10:18:00,Landed,0,38.0
1222,1222,1222,1222,2448,BHA952,Bhadrapur,Buddha Air,2023-04-08, 09:45:00,2023-04-08, 10:05:00,Landed,0,20.0
1223,1223,1223,1223,2449,RA230,Dubai,Nepal Airlines,2023-04-08, 09:45:00,2023-04-08, 10:02:00,Landed,1,17.0
1224,1224,1224,1224,2450,SMA304,Lukla,Summit Air,2023-04-08, 10:00:00,2023-04-08, 10:14:00,Landed,0,14.0
1225,1225,1225,1225,2451,QR652,Doha,Qatar Airways,2023-04-08, 10:05:00,2023-04-08, 09:42:00,Landed,1,-23.0
1226,1226,1226,1226,2452,UK151,Mumbai,Vistara,2023-04-08, 10:30:00,2023-04-08, 10:55:00,Landed,1,25.0
1227,1227,1227,1227,2456,3U3901,Tianfu,Sichuan Airlines,2023-04-08, 09:00:00,2023-04-08, 11:01:00,Landed,1,121.0
1228,1228,1228,1228,2457,NYT674,Pokhara,Yeti Airlines,2023-04-08, 09:20:00,2023-04-08, 10:52:00,Landed,0,92.0
1229,1229,1229,1229,2458,BHA652,Pokhara,Buddha Air,2023-04-08, 09:55:00,2023-04-08, 10:40:00,Landed,0,45.0
1230,1230,1230,1230,2459,NYT532,Simara Airport,Yeti Airlines,2023-04-08, 10:00:00,2023-04-08, 11:09:00,Landed,0,69.0
1231,1231,1231,1231,2460,BHA452,Nepalgunj,Buddha Air,2023-04-08, 10:05:00,2023-04-08, 11:40:00,Landed,0,95.0
1232,1232,1232,1232,2461,SHA432,Nepalgunj,Shree Airlines,2023-04-08, 10:15:00,2023-04-08, 11:32:00,Landed,0,77.0
1233,1233,1233,1233,2462,NYT676,Pokhara,Yeti Airlines,2023-04-08, 10:30:00,2023-04-08, 11:06:00,Landed,0,36.0
1234,1234,1234,1234,2463,SHA732,Biratnagar,Shree Airlines,2023-04-08, 10:40:00,2023-04-08, 11:36:00,Landed,0,56.0
1235,1235,1235,1235,2464,SAU676,Pokhara,Saurya Airlines,2023-04-08, 10:50:00,2023-04-08, 11:12:00,Landed,0,22.0
1236,1236,1236,1236,2465,H9566,Dubai,Himalaya Airlines,2023-04-08, 11:00:00,2023-04-08, 11:28:00,Landed,1,28.0
1237,1237,1237,1237,2469,BHA608,Pokhara,Buddha Air,2023-04-08, 10:55:00,2023-04-08, 12:31:00,Landed,0,96.0
1238,1238,1238,1238,2470,TRA120,Lukla,Tara Air,2023-04-08, 11:10:00,2023-04-08, 12:22:00,Landed,0,72.0
1239,1239,1239,1239,2471,BHA554,Simara Airport,Buddha Air,2023-04-08, 11:25:00,2023-04-08, 12:16:00,Landed,0,51.0
1240,1240,1240,1240,2472,BHA252,Dhangadhi,Buddha Air,2023-04-08, 11:30:00,2023-04-08, 12:35:00,Landed,0,65.0
1241,1241,1241,1241,2473,BG371,Dhaka,Biman Bangladesh,2023-04-08, 11:35:00,2023-04-08, 11:46:00,Landed,1,11.0
1242,1242,1242,1242,2474,BHA704,Biratnagar,Buddha Air,2023-04-08, 11:45:00,2023-04-08, 12:38:00,Landed,0,53.0
1243,1243,1243,1243,2475,BHA372,Bharatpur,Buddha Air,2023-04-08, 11:50:00,2023-04-08, 12:10:00,Landed,0,20.0
1244,1244,1244,1244,2476,NYT922,Bhadrapur,Yeti Airlines,2023-04-08, 11:50:00,2023-04-08, 12:08:00,Landed,0,18.0
1245,1245,1245,1245,2477,MH170,Kuala Lumpur,Malaysia Airlines,2023-04-08, 12:05:00,2023-04-08, 11:52:00,Landed,1,-13.0
1246,1246,1246,1246,2478,RA206,Delhi,Nepal Airlines,2023-04-08, 12:40:00,2023-04-08, 12:44:00,Landed,1,4.0
1247,1247,1247,1247,2479,OD184,Kuala Lumpur,Batik Air,2023-04-08, 12:55:00,2023-04-08, 12:28:00,Landed,1,-27.0
1248,1248,1248,1248,2481,BHA282,Tumlingtar,Buddha Air,2023-04-08, 11:20:00,2023-04-08, 12:54:00,Landed,0,94.0
1249,1249,1249,1249,2482,NYT678,Pokhara,Yeti Airlines,2023-04-08, 11:40:00,2023-04-08, 13:10:00,Landed,0,90.0
